google	chrome	3436	275	201	5.246580557366268
google	inc	3436	300	35	3.4116123338069757
google	earth	3436	97	74	5.28940086167455
google	code	3436	78	42	4.94100753856754
google	talk	3436	68	60	5.434883604019757
google	maps	3436	160	120	5.272364674521982
google	android	3436	630	84	3.5451437264314984
google	play	3436	141	117	5.373460791393351
google	io	3436	40	31	5.305154497344973
google	wave	3436	51	35	5.183569175738851
